,flagname,mean_AltMSL,std_AltMSL,mean_IAS,std_IAS,mean_Pitch,std_Pitch,mean_Roll,std_Roll,mean_HDG,std_HDG,mean_HCDI,std_HCDI,mean_VCDI,std_VCDI,mean_Power,std_Power,mean_nostd_AltMSL,std_nostd_AltMSL,mean_nostd_IAS,std_nostd_IAS,mean_nostd_Pitch,std_nostd_Pitch,mean_nostd_Roll,std_nostd_Roll,mean_nostd_HDG,std_nostd_HDG,mean_nostd_HCDI,std_nostd_HCDI,mean_nostd_VCDI,std_nostd_VCDI,mean_nostd_Power,std_nostd_Power
0,1,-1.0575308382179807,0.015460910148063191,-0.9218605849937326,0.006914074527926729,0.2585303568105814,5.574390341028066e-17,-1.0772311957407439,0.05767773630891741,-0.7950778622014917,1.1148780682056131e-16,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,0.2214778841779155,0.03238962824950475,0.4974999999999682,0.147507299349424,0.18599999999999994,0.006908769241836304,1.7100000000000006,6.689268409233679e-16,0.035583333333333335,0.04848625956852909,0.19999999999998863,0.0,-4242.0,0.0,-4242.0,0.0,0.609625,0.0013224785744320908
1,2,0.2425188749075785,0.8139267883436251,0.44485478544595103,0.950604535697005,-0.15033654774983238,0.6022442040158411,-0.5992228435523096,0.4459939387683724,-0.26573244111904376,0.690737157699309,0.6386027484479561,0.0028894792959407467,-0.5948885672764053,0.0,0.35312028293348635,0.0,12.900833333333344,7.765399401907677,1.5516666666666665,0.9498751207911696,1.4897500000000001,0.3244192289838162,0.4374166666666667,0.37492071057183046,0.5558333333333327,0.4643230969651901,-28.494166666666665,5.5779170810962615,-4242.0,0.0,0.6150000000000001,1.1148780682056131e-16
2,3,-0.42916765384380384,0.5002301054463287,-0.2488441681369936,0.7777642946790857,0.07598667637876598,1.311745630291888,-0.24681311895050861,0.6712778845031323,-0.46532169824848624,0.4282903060675919,0.665412935617684,0.002720742215781496,-0.5948885672764053,0.0,0.4663939748859543,0.562667398400145,6.492499999999973,4.77252575695933,0.8584999999999995,0.777167503007616,1.6116666666666666,0.7066161918446469,0.7336666666666666,0.5643035915332871,0.4216666666666654,0.28790268352704307,23.260833333333334,5.252183152856387,-4242.0,0.0,0.619625,0.02297388451585625
3,4,0.03175429833058694,0.8778908702705124,0.08149263820371903,0.6390935054359855,0.4689196834099619,0.9028557928897463,0.8050629957470191,1.6940308778803876,-0.23969905975432948,0.5804091154093555,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,0.19902724252967866,0.18479567826287382,10.890000000000024,8.375659010820957,1.1885833333333333,0.6386031182017758,1.823333333333333,0.48635383829307743,1.6179166666666664,1.4240715069345165,0.5733333333333358,0.3901590568420177,-4242.0,0.0,-4242.0,0.0,0.6087083333333335,0.0075452648998536615
4,5,-0.16791740579498884,0.8304720502344313,0.5840449217202885,1.1461967157312136,0.0472128420056154,0.9725490908560591,0.20730472870092614,0.9752938036394704,0.8722982299668425,1.141914408905268,0.6669907418538827,0.002175167982286904,-0.5948885672764053,0.0,0.7449860280663484,0.23579337256803934,8.98499999999999,7.923252133420219,1.6907500000000004,1.1453172196441672,1.5961666666666667,0.5238964926528957,1.1154166666666667,0.8198717832053734,1.3208333333333342,0.7676107024242095,26.30666666666667,4.19899414392641,-4242.0,0.0,0.631,0.009627516586859368
5,6,-0.08179478975482322,0.5405876414326225,0.46403617031299593,0.963873122932352,-0.5293467316972458,0.6486044417005729,0.7547045878433017,1.3171700391935162,2.6239728903637416,1.351369328988085,0.6075197497526756,0.000553806788788891,-0.5948885672764053,0.0,0.69294135879089,0.05135072453688264,9.806666666666676,5.157563318443453,1.5708333333333333,0.9631335268155655,1.285583333333333,0.349392740501067,1.5755833333333333,1.107266902330779,2.498333333333334,0.9084092045511024,-88.4975,1.0690813224210685,-4242.0,0.0,0.6288750000000001,0.0020966660209392795
6,7,1.259831358700466,1.305129130489533,0.7213169195079205,1.436980763246902,0.6751321630842076,0.742674556290578,-0.24770529546848782,0.7046860285466405,0.38386240817181194,0.7709824936990313,0.6600881093732215,0.002036906634193163,-0.5948885672764053,0.0,0.42659511014589846,0.8200763851638229,22.606666666666676,12.451794331453995,1.8279166666666669,1.4358781436519488,1.9344166666666667,0.4000667923926581,0.7329166666666667,0.5923878411494758,0.9925000000000012,0.5182651247149456,12.981666666666667,3.9320912675947235,-4242.0,0.0,0.618,0.033483973339319135
7,8,0.5564384307375477,0.7708475465292378,-0.4697636834100422,0.5103420983777983,0.07768835475567272,0.8573261336410694,-0.2847801863267364,0.6427217969271642,-0.10209404396943687,0.7650095337690633,0.6640703973428337,0.0023212490876473252,-0.5948885672764053,0.0,0.012278723364799187,0.277791922627997,15.895833333333355,7.354394968326057,0.6377499999999997,0.5099505042714657,1.6125833333333333,0.46182774596896914,0.7017500000000001,0.5402981786465132,0.6658333333333346,0.5142500182134085,20.66916666666667,4.480992458972336,-4242.0,0.0,0.6010833333333334,0.011342330421203297
8,9,0.6237817745174296,0.7317062046359446,-0.31798055098386246,0.35781822441398076,-0.1532758104008531,0.6532853918837468,0.4270775442964797,1.3268612940831128,0.4396482253819022,1.0874775323086951,0.6075180230153446,0.0005482013685461584,-0.5948885672764053,0.0,-0.17446979580008035,0.19879071648250568,16.53833333333333,6.980960702147658,0.7894166666666668,0.35754366445064567,1.4881666666666666,0.35191429278701813,1.3001666666666665,1.1154137667917046,1.0299999999999998,0.7310174790125399,-88.50083333333333,1.0582604906668507,-4242.0,0.0,0.5934583333333331,0.008116686654103165
9,10,2.4064151120059716,1.8291167499851884,-0.18487841947167508,0.6750299184174576,-0.10005968661395095,1.0874701150984738,1.3632681038293655,1.6277872703866103,0.5413023811869585,1.4006982781201522,0.6575182925403648,0.0013768407331688681,-0.5948885672764053,0.0,0.3663865711801722,0.9717596330500036,33.545833333333334,17.450982471359204,0.9224166666666663,0.6745119565669837,1.5168333333333337,0.585802592919448,2.0871666666666666,1.368384426385857,1.0983333333333325,0.941568808281311,8.020833333333334,2.6578849186705504,-4242.0,0.0,0.6155416666666668,0.03967724742954625
10,11,-0.2256527498137976,0.6220021182082862,-0.45358460226131675,0.3647624751245407,0.04721284200561538,0.7821929714362533,-0.49493732167295806,0.5081827876680749,-0.7244158270686829,0.2727145616378222,0.6639365751996814,0.0016819999833571592,-0.5948885672764053,0.0,0.028606462745335313,1.0231605566562554,8.434166666666686,5.934311225398268,0.6539166666666673,0.3644825867204209,1.5961666666666667,0.4213547245748749,0.5250833333333333,0.4271991955295146,0.24750000000000558,0.1833225105030491,20.410833333333336,3.2469713317384943,-4242.0,0.0,0.6017500000000001,0.04177596309406852
11,12,0.01524600783200839,1.1040741551355326,-0.6071190785231833,0.42456974375010165,-0.26110034028303564,0.9707528398735404,0.5035073326700349,0.9605919777746575,-0.07110192329716476,0.7575435933698865,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,-0.07038045724916385,0.06127188514125587,10.732499999999952,10.533597009872071,0.5005000000000001,0.42424396421925714,1.4300833333333334,0.5229288812505372,1.3644166666666668,0.8075128282492575,0.686666666666667,0.5092313095349152,-4242.0,0.0,-4242.0,0.0,0.5977083333333333,0.00250175008771871
12,13,-0.07157537182713579,0.9398535550034534,1.0864304105858396,1.0338046506698233,-0.13749661090589954,0.9895697255217378,-0.13211887102806588,0.6735707687394099,-0.053746335720688335,0.8216188027774081,0.6472891005915374,0.002661992654004683,1.6812162817059386,4.459512272822453e-16,1.0786842016560507,0.07963532084370652,9.904166666666681,8.966823967984936,2.1927499999999998,1.0330113949114046,1.4966666666666666,0.5330652337353909,0.8300833333333333,0.5662310836187134,0.6983333333333358,0.5523035539323201,-11.725833333333332,5.138771651828465,1.3999999999999997,2.2297561364112263e-16,0.6446249999999999,0.0032515348670430484
13,14,-0.23875456766980946,0.627576437078939,0.3340197398446369,1.0207049310856946,0.3426860874503336,1.1226204408083527,-0.4214814550260004,0.656511703944981,-0.29796424661820153,0.6578342255616185,0.6576931246951283,0.0017655251041973437,-0.5948885672764053,0.0,0.1214704804721331,0.17946806788896447,8.309166666666654,5.987493910922478,1.4409166666666666,1.0199217269632277,1.7553333333333332,0.6047375058489363,0.5868333333333333,0.5518905373949679,0.5341666666666707,0.4422052896645171,8.358333333333333,3.4082101400212133,-4242.0,0.0,0.6055416666666666,0.00732773691471771
14,15,0.3678595990633901,0.8830836566467066,0.533005758508848,0.9622589166830864,-0.16549695510772888,1.2085690981878208,-0.1964547110467913,0.5539497009330132,-0.04506854193245754,0.6586535374734451,0.6073764305542028,0.0004304053052919285,-0.5948885672764053,0.0,-0.20814575827243567,0.29809845820783276,14.096666666666632,8.425201624232166,1.6397500000000003,0.961520559174002,1.4815833333333335,0.651036659868703,0.776,0.4656727310429233,0.7041666666666653,0.44275604249435896,-88.77416666666666,0.8308642694048591,-4242.0,0.0,0.5920833333333331,0.012171452571615329
15,16,-0.6521605937530662,0.293687162214153,-0.624048735601487,0.25609103164256075,-0.9903468738047121,0.5661952529422764,-0.26911753189998966,0.6301553957936048,-0.3996184024232663,0.3931129814020919,0.6533633308376529,0.0,1.6794177758948807,6.689268409233679e-16,-3.2410233482069777,0.22986681246378377,4.365000000000024,2.8019695953819856,0.4835833333333342,0.25589452867132895,1.03725,0.3050002410799433,0.7149166666666666,0.5297343488883431,0.4658333333333322,0.2642559980265285,0.0,0.0,-1.9529999999999996,4.459512272822453e-16,0.46825,0.009385533298332993
16,17,-0.3286330381620279,0.702386893174018,-0.5167997749970558,0.4017283424145178,-0.11491069790331897,1.1148268608295828,-0.35922736021589324,0.59176895894942,-0.12316868602658554,1.0102405193330894,0.6155395812864921,0.2823469544838136,1.643281200889566,0.29260662962466666,0.11024515964801468,0.015742700050696185,7.451666666666665,6.7012350966615415,0.5907499999999999,0.40142008947646635,1.5088333333333337,0.6005392301480218,0.6391666666666665,0.4974651431280899,0.6516666666666661,0.6790976877208345,-73.01583333333332,545.0490344136628,-69.32333333333341,545.5139611448283,0.6050833333333335,0.0006427793292463935
17,18,-0.7878954267413157,0.2904470614132201,-0.8080232356740981,0.384036674700988,-1.0220599708288833,0.5630153250287097,0.17518637405367343,0.8398462222754743,0.27105108892473667,0.9015563859981817,0.6533633308376529,0.0,,,-3.2440847993408295,0.15232466170450315,3.0700000000000274,2.771056892689293,0.29975000000000035,0.3837419968781971,1.0201666666666667,0.30328726525541166,1.0884166666666668,0.7060090172887292,0.9166666666666681,0.6060387059959651,0.0,0.0,,,0.46812499999999985,0.0062194632155094945
18,19,0.2552713109540971,0.7328500333873069,-0.09364174536494874,0.5708864898495807,-0.013428787425970746,0.6984451760473219,0.26162836557344005,0.944473947903817,0.5251864784373761,1.0359750390253177,0.6496430752580195,0.00022343931498939663,1.6812162817059386,4.459512272822453e-16,-0.09283109889740077,0.07239640556049995,13.022500000000043,6.991873584275288,1.013583333333334,0.5704484390097212,1.5635000000000001,0.3762411393747143,1.1610833333333332,0.7939633543956858,1.087499999999999,0.6963967887597986,-7.181666666666667,0.43133237653533385,1.3999999999999997,2.2297561364112263e-16,0.5967916666666666,0.0029559677092348678
19,20,-0.001174937214186944,0.7001133019352893,1.9547633637843982,1.4503035152751311,0.523373391470978,0.8540441492094794,-0.08622134571424483,0.8401349275821923,-0.30664204040644283,0.5197053498393996,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,-0.23467833476580638,0.38515804095357714,10.575833333333305,6.6795435338597615,3.060416666666666,1.4491906729076671,1.8526666666666667,0.4600597939459633,0.8686666666666667,0.7062517147546175,0.5283333333333341,0.3493531437494419,-4242.0,0.0,-4242.0,0.0,0.591,0.015726122356440823
20,21,-0.2523804582400556,0.6012512345306767,0.07140156181714365,0.9848524730024565,0.37393509037171224,1.1172374551349917,0.6661808511149169,1.0343577804126431,-0.20126883012071214,0.6970887331064866,0.6810243678272295,0.00045757601561587053,-0.5948885672764053,0.0,0.6990642610585911,0.8563477256158578,8.179166666666681,5.736334082973592,1.1785000000000003,0.9840967790762434,1.7721666666666667,0.6018377783793518,1.5011666666666665,0.8695233730950211,0.5991666666666678,0.46859271404137537,53.3975,0.8833152315676028,-4242.0,0.0,0.629125,0.034964943427775834
21,22,-0.18809420529324092,0.7909183581145961,-0.5121712234313125,0.5722415195526496,0.1599103599671218,0.7456215681265944,-0.2173217284950836,0.6637683292552489,-0.3289563672904803,0.5708847762222317,0.4998209839967169,0.5474139065214775,1.529475958440449,0.5689468446167398,0.3005653718023863,0.23455117409065063,8.792500000000002,7.545883773600448,0.595375,0.5718024289756269,1.6568749999999999,0.4016543000868318,0.7584583333333335,0.5579907528489993,0.5133333333333338,0.3837566639511499,-296.4016666666667,1056.7403559199613,-281.4933333333337,1060.702032916499,0.6128541666666666,0.009576797237477399
22,23,-0.3026914388071293,0.5510000060184731,0.9709251147560275,0.8371182693572751,0.2591491489476384,1.3594101215799284,-0.09325962713385885,0.8217282956626057,-0.24093874458122283,0.6932007165537382,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,-0.3999966959937325,0.5184893127727056,7.699166666666679,5.256904157061081,2.0773333333333333,0.8364759343791776,1.7103333333333333,0.7322922837197714,0.86275,0.6907783485972591,0.5725000000000009,0.46597913539325825,-4242.0,0.0,-4242.0,0.0,0.58425,0.021170079567813714
23,24,-0.3143083839727928,0.5346451474282673,-0.5750111082022615,0.4658137327762831,0.23764612218490763,0.39697244036119944,0.20918821246110453,0.7898231453413742,-0.49755350374764606,0.44398876818294425,-1.5440825965893754,2.2297561364112263e-16,-0.5948885672764053,0.0,0.019422109343783744,0.3793434877463836,7.588333333333321,5.100867998854367,0.5325833333333326,0.4654563060364867,1.6987500000000002,0.21384264418162305,1.1170000000000002,0.6639575768567945,0.4000000000000019,0.29845540747672855,-4242.0,0.0,-4242.0,0.0,0.6013750000000002,0.015488712344285884
