,Lcl.Date,Lcl.Time,UTCOfst,flag,flagname,AtvWpt,Latitude,Longitude,AltInd,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,volt2,FQtyL,FQtyR,FQtyLlbs,FQtyRlbs,E1.FFlow,E1.FPres,E1.OilT,E1.OilP,E1.RPM,E1..Pwr,E2.FFlow,E2.FPres,E2.OilT,E2.OilP,E2.RPM,E2..Pwr,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas,timecount,FlightPathAngle,SpecificRange,SpecificGroundRange,Latitude.wind,Latitude.windarrow1,Latitude.windarrow2,Longitude.wind,Longitude.windarrow1,Longitude.windarrow2,timestamp,id,diff_lat,diff_lon,pilot,row,flight_no,Power
10,2024/4/25, 09:43:58,  +09:00,1,,,38.1403415,140.8322669,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.2,0.4,0.25853035681058134,-1.0362902066379187,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.73,,,4.44,,24.81,58.02,1936.0,0.61,4.45,,24.43,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1388,0.001699039,29.72972973,30.0,38.13439701,38.14033198,38.14033151,140.8330812,140.83227,140.8322665,2024-04-25T 09:43:58,1,,,0,11,1,0.23066223757946702
11,2024/4/25, 09:43:59,  +09:00,1,,,38.1403287,140.8314827,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0362902066379187,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.73,,,4.45,,24.88,58.02,1935.8,0.61,4.44,,24.5,58.02,1935.7,0.6,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1389,0.001699166,29.66292135,29.93033708,38.13438421,38.14031918,38.14031871,140.832297,140.8314858,140.8314823,2024-04-25T 09:43:59,1,,,0,12,1,0.10820419222544767
12,2024/4/25, 09:44:00,  +09:00,1,,,38.1403158,140.8306984,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.73,,,4.45,,24.96,58.02,1935.9,0.61,4.45,,24.58,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1390,0.001699166,29.66292135,29.93033708,38.13437131,38.14030628,38.14030581,140.8315127,140.8307015,140.830698,2024-04-25T 09:44:00,1,,,0,13,1,0.23066223757946702
13,2024/4/25, 09:44:01,  +09:00,1,,,38.140303,140.8299138,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.73,,,4.44,,25.04,58.02,1935.8,0.61,4.45,,24.66,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1391,0.001699166,29.72972973,29.99774775,38.13435851,38.14029348,38.14029301,140.8307281,140.8299169,140.8299134,2024-04-25T 09:44:01,1,,,0,14,1,0.23066223757946702
14,2024/4/25, 09:44:02,  +09:00,1,,,38.1402901,140.8291311,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.45,,25.12,58.02,1935.9,0.61,4.45,,24.74,58.02,1935.6,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1392,0.001699166,29.66292135,29.93033708,38.13434561,38.14028058,38.14028011,140.8299454,140.8291342,140.8291307,2024-04-25T 09:44:02,1,,,0,15,1,0.23066223757946702
15,2024/4/25, 09:44:03,  +09:00,1,,,38.1402772,140.8283468,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.44,,25.2,58.02,1935.8,0.61,4.45,,24.82,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1393,0.001699166,29.72972973,29.99774775,38.13433271,38.14026768,38.14026721,140.8291611,140.8283499,140.8283464,2024-04-25T 09:44:03,1,,,0,16,1,0.23066223757946702
16,2024/4/25, 09:44:04,  +09:00,1,,,38.1402643,140.8275626,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.45,,25.28,58.02,1935.8,0.61,4.45,,24.9,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1394,0.001699166,29.66292135,29.93033708,38.13431981,38.14025478,38.14025431,140.8283769,140.8275657,140.8275622,2024-04-25T 09:44:04,1,,,0,17,1,0.23066223757946702
17,2024/4/25, 09:44:05,  +09:00,1,,,38.1402513,140.8267784,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.19,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.44,,25.36,58.02,1935.9,0.61,4.45,,24.98,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1395,0.001699166,29.72972973,29.99774775,38.13430681,38.14024178,38.14024131,140.8275927,140.8267815,140.826778,2024-04-25T 09:44:05,1,,,0,18,1,0.23066223757946702
18,2024/4/25, 09:44:06,  +09:00,1,,,38.1402384,140.8259942,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.18,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.44,,25.44,58.02,1935.8,0.61,4.45,,25.06,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1396,0.001699294,29.72972973,29.9954955,38.13429391,38.14022888,38.14022841,140.8268085,140.8259973,140.8259938,2024-04-25T 09:44:06,1,,,0,19,1,0.23066223757946702
19,2024/4/25, 09:44:07,  +09:00,1,,,38.1402254,140.8252096,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.18,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.72,25.72,,,4.44,,25.51,58.02,1935.8,0.61,4.45,,25.14,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1397,0.001699294,29.72972973,29.9954955,38.13428091,38.14021588,38.14021541,140.8260239,140.8252127,140.8252092,2024-04-25T 09:44:07,1,,,0,20,1,0.23066223757946702
20,2024/4/25, 09:44:08,  +09:00,1,,,38.1402125,140.824427,4999.3,0.3,-1.0363058932912623,5.1,-0.9278651924303661,133.18,0.4,0.25853035681058134,-1.0481858935443087,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.72,,,4.44,,25.59,58.02,1935.8,0.61,4.45,,25.22,58.02,1935.7,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1398,0.001699294,29.72972973,29.9954955,38.13426801,38.14020298,38.14020251,140.8252413,140.8244301,140.8244266,2024-04-25T 09:44:08,1,,,0,21,1,0.23066223757946702
21,2024/4/25, 09:44:09,  +09:00,1,,,38.1401995,140.8236427,4999.3,0.3,-1.0363058932912623,5.1,-0.9178575133693084,133.18,0.4,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.72,,,4.44,,25.67,58.02,1935.7,0.61,4.44,,25.3,58.02,1935.7,0.6,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1399,0.001699294,29.72972973,29.9954955,38.13425501,38.14018998,38.14018951,140.824457,140.8236458,140.8236423,2024-04-25T 09:44:09,1,,,0,22,1,0.10820419222544767
22,2024/4/25, 09:44:10,  +09:00,1,,,38.1401865,140.8228586,4999.3,0.3,-1.0363058932912623,5.1,-0.9178575133693084,133.18,0.4,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.72,,,4.44,,25.75,58.02,1935.9,0.61,4.45,,25.38,58.02,1935.6,0.61,4999.3,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1400,0.001699294,29.72972973,29.9954955,38.13424201,38.14017698,38.14017651,140.8236729,140.8228617,140.8228582,2024-04-25T 09:44:10,1,,,0,23,1,0.23066223757946702
23,2024/4/25, 09:44:11,  +09:00,1,,,38.1401735,140.8220744,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.4,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.72,,,4.45,,25.83,58.02,1935.8,0.61,4.45,,25.45,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1401,0.001699294,29.66292135,29.92808989,38.13422901,38.14016398,38.14016351,140.8228887,140.8220775,140.822074,2024-04-25T 09:44:11,1,,,0,24,1,0.23066223757946702
24,2024/4/25, 09:44:12,  +09:00,1,,,38.1401605,140.8212917,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.4,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.45,,25.9,58.02,1935.8,0.61,4.45,,25.53,58.02,1935.6,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1402,0.001699294,29.66292135,29.92808989,38.13421601,38.14015098,38.14015051,140.822106,140.8212948,140.8212913,2024-04-25T 09:44:12,1,,,0,25,1,0.23066223757946702
25,2024/4/25, 09:44:13,  +09:00,1,,,38.1401475,140.8205073,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.45,,25.98,58.02,1935.8,0.61,4.45,,25.61,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1403,0.00127447,29.66292135,29.92808989,38.13420301,38.14013798,38.14013751,140.8213216,140.8205104,140.8205069,2024-04-25T 09:44:13,1,,,0,26,1,0.23066223757946702
26,2024/4/25, 09:44:14,  +09:00,1,,,38.1401345,140.8197231,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.45,,26.06,58.02,1935.8,0.61,4.45,,25.69,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1404,0.00127447,29.66292135,29.92808989,38.13419001,38.14012498,38.14012451,140.8205374,140.8197262,140.8197227,2024-04-25T 09:44:14,1,,,0,27,1,0.23066223757946702
27,2024/4/25, 09:44:15,  +09:00,1,,,38.1401214,140.8189405,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.45,,26.14,58.02,1935.7,0.61,4.45,,25.77,58.02,1935.6,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1405,0.00127447,29.66292135,29.92808989,38.13417691,38.14011188,38.14011141,140.8197548,140.8189436,140.8189401,2024-04-25T 09:44:15,1,,,0,28,1,0.23066223757946702
28,2024/4/25, 09:44:16,  +09:00,1,,,38.1401084,140.8181563,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.44,,26.22,58.02,1935.8,0.61,4.45,,25.84,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1406,0.00127447,29.72972973,29.9954955,38.13416391,38.14009888,38.14009841,140.8189706,140.8181594,140.8181559,2024-04-25T 09:44:16,1,,,0,29,1,0.23066223757946702
29,2024/4/25, 09:44:17,  +09:00,1,,,38.1400953,140.8173722,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.71,25.71,,,4.45,,26.29,58.02,1935.8,0.61,4.45,,25.92,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1407,0.00127447,29.66292135,29.92808989,38.13415081,38.14008578,38.14008531,140.8181865,140.8173753,140.8173718,2024-04-25T 09:44:17,1,,,0,30,1,0.23066223757946702
30,2024/4/25, 09:44:18,  +09:00,1,,,38.1400822,140.816588,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.18,0.3,0.25853035681058134,-1.0600815804506987,0.0,0.0,-0.7950778622014918,268.8,28,28,25.7,25.71,,,4.45,,26.37,58.02,1935.7,0.61,4.45,,26.0,58.02,1935.6,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1408,0.00127447,29.66292135,29.92808989,38.13413771,38.14007268,38.14007221,140.8174023,140.8165911,140.8165876,2024-04-25T 09:44:18,1,,,0,31,1,0.23066223757946702
31,2024/4/25, 09:44:19,  +09:00,1,,,38.1400691,140.815805,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.17,0.3,0.25853035681058134,-1.0719772673570884,0.0,0.0,-0.7950778622014918,268.8,28,28,25.7,25.71,,,4.45,,26.45,58.02,1935.8,0.61,4.45,,26.08,58.02,1935.6,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1409,0.001274566,29.66292135,29.9258427,38.13412461,38.14005958,38.14005911,140.8166193,140.8158081,140.8158046,2024-04-25T 09:44:19,1,,,0,32,1,0.23066223757946702
32,2024/4/25, 09:44:20,  +09:00,1,,,38.140056,140.8150209,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.17,0.3,0.25853035681058134,-1.0719772673570884,0.0,0.0,-0.7950778622014918,268.8,28,28,25.7,25.71,,,4.44,,26.52,58.02,1935.7,0.61,4.45,,26.16,58.02,1935.6,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1410,0.001274566,29.72972973,29.99324324,38.13411151,38.14004648,38.14004601,140.8158352,140.815024,140.8150205,2024-04-25T 09:44:20,1,,,0,33,1,0.23066223757946702
33,2024/4/25, 09:44:21,  +09:00,1,,,38.1400429,140.8142368,4999.4,0.3,-1.046787347576012,5.1,-0.9178575133693084,133.17,0.3,0.25853035681058134,-1.0719772673570884,0.0,0.0,-0.7950778622014918,268.8,28,28,25.7,25.71,,,4.45,,26.6,58.02,1935.8,0.61,4.45,,26.23,58.02,1935.7,0.61,4999.4,132,  GPS,336.9,113.45,116.3,118.05,126.45,-1.5440825965893752,-0.5948885672764053,15.0,172.2,,,-7.8,1,   HDG,    ALT,0.0,0.0,1524.0, 3DDiff,3704,,14,14,14,1411,0.001274566,29.66292135,29.9258427,38.13409841,38.14003338,38.14003291,140.8150511,140.8142399,140.8142364,2024-04-25T 09:44:21,1,,,0,34,1,0.23066223757946702
